순번,변수,라벨,문항그룹,유형,결측률(%),고유값수,값설명,노트북사용
332,Q12_6A2_ETC,문12-6. 동반유형_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
333,Q12_7A2,문12-7. 방문목적,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),83.6,7,"1=휴양 및 휴식을 취하기 위해; 2=건강 증진을 위해; 3=질병 치유를 위해; 4=교육, 학습을 위해; 5=취미 및 레포츠 활동을 위해; 6=친목 활동을 위해; 7=기타",O
334,Q12_7A2_ETC,문12-7. 방문목적_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),자유응답,99.9,6,부모님결정 / 가족 방문 / 아버지와 여행,O
335,Q12_8A2,문12-8. 1회 기준 1인 평균 소비금액,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,83.6,39,범위 2~70,O
336,Q12_2_1A3,문12-2-1. 숙박형 산림휴양.복지활동 방문시기(시기),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),93.0,11,1=1월; 2=2월; 3=3월; 4=4월; 5=5월; 6=6월; 7=7월; 8=8월; 9=9월; 10=10월; 11=11월; 12=12월,O
337,Q12_2_2A3,문12-2-2. 숙박형 산림휴양.복지활동 방문시기(주간),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),93.0,3,1=주중; 2=주말; 3=공휴일(휴가 포함),O
338,Q12_3A3,문12-3. 숙박형 산림휴양.복지활동 방문지역,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),93.0,126,11010=서울 종로구; 11020=서울 중구; 11030=서울 용산구; 11040=서울 성동구; 11050=서울 광진구; 11060=서울 동대문구; 11070=서울 중랑구; 11080=서울 성북구; 11090=서울 강북구; 11100=서울 도봉구; 11110=서울 노원구; 11120=서울 은평구; 11130=서울 서대문구; 11140=서울 마포구; 11150=서울 양천구; 11160=서울 강서구; 11170=서울 구로구; 11180=서울 금천구; 11190=서울 영등포구; 11200=서울 동작구; 11210=서울 관악구; 11220=서울 서초구; 11230=서울 강남구; 11240=서울 송파구; 11250=서울 강동구; 21010=부산 중구; 21020=부산 서구; 21030=부산 동구; 21040=부산 영도구; 21050=부산 부산진구; …=외 231개,O
339,Q12_4A3,문12-4. 지역 선택 이유,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),93.0,8,"1=수려한 자연경관; 2=이동 및 교통의 편의성; 3=시설의 편리성, 쾌적성; 4=저렴한 여행경비; 5=다양한 볼거리, 즐길거리, 먹거리; 6=주변 관광지와의 연계성; 7=교육성(교육적 측면); 8=기타",O
340,Q12_4A3_ETC,문12-4. 지역 선택 이유_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),자유응답,99.9,5,부모님결정 / 지인거주 / 가족 거주,O
341,Q12_5_11A3,문12-5-1. 숙박 일정(박),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,93.0,5,범위 1~5,O
342,Q12_5_12A3,문12-5-1. 숙박 일정(일),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,93.0,5,범위 2~6,O
343,Q12_5_2A3,문12-5-2. 숙박 횟수,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,93.0,3,범위 1~3,O
344,Q12_6A3,문12-6. 동반유형,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),93.0,7,"1=혼자; 2=가족(부모, 배우자, 자녀, 형제); 3=친척; 4=친구/연인; 5=(직장)동료; 6=친목단체/모임(동호회, 종교단체 등); 7=학교 단체(소풍, 수학여행 등); 8=기타",O
345,Q12_6A3_ETC,문12-6. 동반유형_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
346,Q12_7A3,문12-7. 방문목적,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),93.0,7,"1=휴양 및 휴식을 취하기 위해; 2=건강 증진을 위해; 3=질병 치유를 위해; 4=교육, 학습을 위해; 5=취미 및 레포츠 활동을 위해; 6=친목 활동을 위해; 7=기타",O
347,Q12_7A3_ETC,문12-7. 방문목적_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),자유응답,99.9,6,부모님결정 / 가족 방문 / 아버지와 여행,O
348,Q12_8A3,문12-8. 1회 기준 1인 평균 소비금액,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,93.0,38,범위 2~70,O
349,Q12_2_1A4,문12-2-1. 숙박형 산림휴양.복지활동 방문시기(시기),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),97.5,9,1=1월; 2=2월; 3=3월; 4=4월; 5=5월; 6=6월; 7=7월; 8=8월; 9=9월; 10=10월; 11=11월; 12=12월,O
350,Q12_2_2A4,문12-2-2. 숙박형 산림휴양.복지활동 방문시기(주간),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),97.5,3,1=주중; 2=주말; 3=공휴일(휴가 포함),O
351,Q12_3A4,문12-3. 숙박형 산림휴양.복지활동 방문지역,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),97.5,75,11010=서울 종로구; 11020=서울 중구; 11030=서울 용산구; 11040=서울 성동구; 11050=서울 광진구; 11060=서울 동대문구; 11070=서울 중랑구; 11080=서울 성북구; 11090=서울 강북구; 11100=서울 도봉구; 11110=서울 노원구; 11120=서울 은평구; 11130=서울 서대문구; 11140=서울 마포구; 11150=서울 양천구; 11160=서울 강서구; 11170=서울 구로구; 11180=서울 금천구; 11190=서울 영등포구; 11200=서울 동작구; 11210=서울 관악구; 11220=서울 서초구; 11230=서울 강남구; 11240=서울 송파구; 11250=서울 강동구; 21010=부산 중구; 21020=부산 서구; 21030=부산 동구; 21040=부산 영도구; 21050=부산 부산진구; …=외 231개,O
352,Q12_4A4,문12-4. 지역 선택 이유,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),97.5,8,"1=수려한 자연경관; 2=이동 및 교통의 편의성; 3=시설의 편리성, 쾌적성; 4=저렴한 여행경비; 5=다양한 볼거리, 즐길거리, 먹거리; 6=주변 관광지와의 연계성; 7=교육성(교육적 측면); 8=기타",O
353,Q12_4A4_ETC,문12-4. 지역 선택 이유_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),자유응답,100.0,3,지인거주 / 부모님선택 / 부모님,O
354,Q12_5_11A4,문12-5-1. 숙박 일정(박),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,97.5,3,범위 1~3,O
355,Q12_5_12A4,문12-5-1. 숙박 일정(일),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,97.5,3,범위 2~4,O
356,Q12_5_2A4,문12-5-2. 숙박 횟수,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,97.5,4,범위 1~4,O
357,Q12_6A4,문12-6. 동반유형,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),97.5,7,"1=혼자; 2=가족(부모, 배우자, 자녀, 형제); 3=친척; 4=친구/연인; 5=(직장)동료; 6=친목단체/모임(동호회, 종교단체 등); 7=학교 단체(소풍, 수학여행 등); 8=기타",O
358,Q12_6A4_ETC,문12-6. 동반유형_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
359,Q12_7A4,문12-7. 방문목적,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),97.5,6,"1=휴양 및 휴식을 취하기 위해; 2=건강 증진을 위해; 3=질병 치유를 위해; 4=교육, 학습을 위해; 5=취미 및 레포츠 활동을 위해; 6=친목 활동을 위해; 7=기타",O
360,Q12_7A4_ETC,문12-7. 방문목적_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),자유응답,99.9,3,아버지와 여행 / 여행목적 / 가족여행,O
361,Q12_8A4,문12-8. 1회 기준 1인 평균 소비금액,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,97.5,32,범위 2~60,O
362,Q12_2_1A5,문12-2-1. 숙박형 산림휴양.복지활동 방문시기(시기),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.1,9,1=1월; 2=2월; 3=3월; 4=4월; 5=5월; 6=6월; 7=7월; 8=8월; 9=9월; 10=10월; 11=11월; 12=12월,O
363,Q12_2_2A5,문12-2-2. 숙박형 산림휴양.복지활동 방문시기(주간),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.1,3,1=주중; 2=주말; 3=공휴일(휴가 포함),O
364,Q12_3A5,문12-3. 숙박형 산림휴양.복지활동 방문지역,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.1,39,11010=서울 종로구; 11020=서울 중구; 11030=서울 용산구; 11040=서울 성동구; 11050=서울 광진구; 11060=서울 동대문구; 11070=서울 중랑구; 11080=서울 성북구; 11090=서울 강북구; 11100=서울 도봉구; 11110=서울 노원구; 11120=서울 은평구; 11130=서울 서대문구; 11140=서울 마포구; 11150=서울 양천구; 11160=서울 강서구; 11170=서울 구로구; 11180=서울 금천구; 11190=서울 영등포구; 11200=서울 동작구; 11210=서울 관악구; 11220=서울 서초구; 11230=서울 강남구; 11240=서울 송파구; 11250=서울 강동구; 21010=부산 중구; 21020=부산 서구; 21030=부산 동구; 21040=부산 영도구; 21050=부산 부산진구; …=외 231개,O
365,Q12_4A5,문12-4. 지역 선택 이유,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.1,8,"1=수려한 자연경관; 2=이동 및 교통의 편의성; 3=시설의 편리성, 쾌적성; 4=저렴한 여행경비; 5=다양한 볼거리, 즐길거리, 먹거리; 6=주변 관광지와의 연계성; 7=교육성(교육적 측면); 8=기타",O
366,Q12_4A5_ETC,문12-4. 지역 선택 이유_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),자유응답,100.0,1,부모님선택,O
367,Q12_5_11A5,문12-5-1. 숙박 일정(박),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,99.1,5,범위 1~5,O
368,Q12_5_12A5,문12-5-1. 숙박 일정(일),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,99.1,5,범위 2~6,O
369,Q12_5_2A5,문12-5-2. 숙박 횟수,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,99.1,3,범위 1~3,O
370,Q12_6A5,문12-6. 동반유형,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.1,7,"1=혼자; 2=가족(부모, 배우자, 자녀, 형제); 3=친척; 4=친구/연인; 5=(직장)동료; 6=친목단체/모임(동호회, 종교단체 등); 7=학교 단체(소풍, 수학여행 등); 8=기타",O
371,Q12_6A5_ETC,문12-6. 동반유형_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
372,Q12_7A5,문12-7. 방문목적,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.1,6,"1=휴양 및 휴식을 취하기 위해; 2=건강 증진을 위해; 3=질병 치유를 위해; 4=교육, 학습을 위해; 5=취미 및 레포츠 활동을 위해; 6=친목 활동을 위해; 7=기타",O
373,Q12_7A5_ETC,문12-7. 방문목적_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),자유응답,99.9,3,아버지와 여행 / 여행목적 / 가족여행,O
374,Q12_8A5,문12-8. 1회 기준 1인 평균 소비금액,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,99.1,21,범위 2~50,O
375,Q12_2_1A6,문12-2-1. 숙박형 산림휴양.복지활동 방문시기(시기),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.7,7,1=1월; 2=2월; 3=3월; 4=4월; 5=5월; 6=6월; 7=7월; 8=8월; 9=9월; 10=10월; 11=11월; 12=12월,O
376,Q12_2_2A6,문12-2-2. 숙박형 산림휴양.복지활동 방문시기(주간),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.7,3,1=주중; 2=주말; 3=공휴일(휴가 포함),O
377,Q12_3A6,문12-3. 숙박형 산림휴양.복지활동 방문지역,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.7,19,11010=서울 종로구; 11020=서울 중구; 11030=서울 용산구; 11040=서울 성동구; 11050=서울 광진구; 11060=서울 동대문구; 11070=서울 중랑구; 11080=서울 성북구; 11090=서울 강북구; 11100=서울 도봉구; 11110=서울 노원구; 11120=서울 은평구; 11130=서울 서대문구; 11140=서울 마포구; 11150=서울 양천구; 11160=서울 강서구; 11170=서울 구로구; 11180=서울 금천구; 11190=서울 영등포구; 11200=서울 동작구; 11210=서울 관악구; 11220=서울 서초구; 11230=서울 강남구; 11240=서울 송파구; 11250=서울 강동구; 21010=부산 중구; 21020=부산 서구; 21030=부산 동구; 21040=부산 영도구; 21050=부산 부산진구; …=외 231개,O
378,Q12_4A6,문12-4. 지역 선택 이유,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.7,7,"1=수려한 자연경관; 2=이동 및 교통의 편의성; 3=시설의 편리성, 쾌적성; 4=저렴한 여행경비; 5=다양한 볼거리, 즐길거리, 먹거리; 6=주변 관광지와의 연계성; 7=교육성(교육적 측면); 8=기타",O
379,Q12_4A6_ETC,문12-4. 지역 선택 이유_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),자유응답,100.0,1,부모님선택,O
380,Q12_5_11A6,문12-5-1. 숙박 일정(박),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,99.7,3,범위 1~3,O
381,Q12_5_12A6,문12-5-1. 숙박 일정(일),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,99.7,3,범위 2~4,O
382,Q12_5_2A6,문12-5-2. 숙박 횟수,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,99.7,3,범위 1~3,O
383,Q12_6A6,문12-6. 동반유형,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.7,5,"1=혼자; 2=가족(부모, 배우자, 자녀, 형제); 3=친척; 4=친구/연인; 5=(직장)동료; 6=친목단체/모임(동호회, 종교단체 등); 7=학교 단체(소풍, 수학여행 등); 8=기타",O
384,Q12_6A6_ETC,문12-6. 동반유형_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
385,Q12_7A6,문12-7. 방문목적,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.7,4,"1=휴양 및 휴식을 취하기 위해; 2=건강 증진을 위해; 3=질병 치유를 위해; 4=교육, 학습을 위해; 5=취미 및 레포츠 활동을 위해; 6=친목 활동을 위해; 7=기타",O
386,Q12_7A6_ETC,문12-7. 방문목적_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),자유응답,100.0,1,가족여행,O
387,Q12_8A6,문12-8. 1회 기준 1인 평균 소비금액,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,99.7,17,범위 2~42,O
388,Q12_2_1A7,문12-2-1. 숙박형 산림휴양.복지활동 방문시기(시기),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.9,7,1=1월; 2=2월; 3=3월; 4=4월; 5=5월; 6=6월; 7=7월; 8=8월; 9=9월; 10=10월; 11=11월; 12=12월,O
389,Q12_2_2A7,문12-2-2. 숙박형 산림휴양.복지활동 방문시기(주간),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.9,2,1=주중; 2=주말; 3=공휴일(휴가 포함),O
390,Q12_3A7,문12-3. 숙박형 산림휴양.복지활동 방문지역,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.9,10,11010=서울 종로구; 11020=서울 중구; 11030=서울 용산구; 11040=서울 성동구; 11050=서울 광진구; 11060=서울 동대문구; 11070=서울 중랑구; 11080=서울 성북구; 11090=서울 강북구; 11100=서울 도봉구; 11110=서울 노원구; 11120=서울 은평구; 11130=서울 서대문구; 11140=서울 마포구; 11150=서울 양천구; 11160=서울 강서구; 11170=서울 구로구; 11180=서울 금천구; 11190=서울 영등포구; 11200=서울 동작구; 11210=서울 관악구; 11220=서울 서초구; 11230=서울 강남구; 11240=서울 송파구; 11250=서울 강동구; 21010=부산 중구; 21020=부산 서구; 21030=부산 동구; 21040=부산 영도구; 21050=부산 부산진구; …=외 231개,O
